date,time,epoch,moteid,temperature,humidity,light,voltage,datetime,temperature_anomaly,temperature_zscore,temperature_iqr,temperature_rolling,humidity_anomaly,humidity_zscore,humidity_iqr,humidity_rolling,light_anomaly,light_zscore,light_iqr,light_rolling,voltage_anomaly,voltage_zscore,voltage_iqr,voltage_rolling,is_anomaly
2004-03-23,04:37:01.25034,33082,1,39.4218,49.549,0.92,2.28431,2004-03-23 04:37:01.250340,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,04:38:45.672002,33085,1,39.5982,49.549,0.92,2.28431,2004-03-23 04:38:45.672002,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,04:39:33.116965,33087,1,39.4316,49.549,0.92,2.28431,2004-03-23 04:39:33.116965,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,04:40:04.924759,33088,1,39.4512,49.5813,0.92,2.28431,2004-03-23 04:40:04.924759,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,04:40:59.539503,33090,1,39.461,49.549,0.92,2.28431,2004-03-23 04:40:59.539503,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,04:42:59.36695,33094,1,39.7648,49.7424,0.92,2.28431,2004-03-23 04:42:59.366950,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,04:44:18.46533,33096,1,39.7354,49.678,0.92,2.28431,2004-03-23 04:44:18.465330,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,04:46:04.979837,33100,1,39.9118,49.6135,0.92,2.28431,2004-03-23 04:46:04.979837,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,04:46:28.786417,33101,1,40.0392,49.6135,0.92,2.28431,2004-03-23 04:46:28.786417,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,04:47:36.221944,33103,1,39.9412,49.5813,0.92,2.28431,2004-03-23 04:47:36.221944,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,04:48:09.861266,33104,1,40.1176,49.6457,0.92,2.28431,2004-03-23 04:48:09.861266,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,04:48:41.542348,33105,1,40.049,49.6457,0.92,2.28431,2004-03-23 04:48:41.542348,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,04:49:04.485934,33106,1,40.0686,49.6457,0.92,2.28431,2004-03-23 04:49:04.485934,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,04:50:02.486021,33108,1,40.4312,49.678,0.92,2.28431,2004-03-23 04:50:02.486021,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,04:50:29.082195,33109,1,40.1274,49.678,0.92,2.28431,2004-03-23 04:50:29.082195,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,04:51:12.129429,33110,1,40.2254,49.7424,0.92,2.28431,2004-03-23 04:51:12.129429,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,04:51:48.001363,33111,1,40.2548,49.678,0.92,2.28431,2004-03-23 04:51:48.001363,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,04:52:59.966217,33114,1,40.784,49.7424,0.92,2.28431,2004-03-23 04:52:59.966217,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,04:53:29.866264,33115,1,40.4312,49.7102,0.92,2.28431,2004-03-23 04:53:29.866264,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,04:54:07.855455,33116,1,40.637,49.678,0.92,2.28431,2004-03-23 04:54:07.855455,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,04:55:29.226101,33119,1,40.784,49.678,0.92,2.28431,2004-03-23 04:55:29.226101,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,04:56:59.899399,33122,1,40.6468,49.6457,0.92,2.28431,2004-03-23 04:56:59.899399,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,04:57:59.091618,33124,1,40.8918,49.6135,0.92,2.28431,2004-03-23 04:57:59.091618,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:01:03.907745,33130,1,41.029,49.6135,0.92,2.28431,2004-03-23 05:01:03.907745,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:02:29.97671,33133,1,41.0682,49.6135,0.92,2.28431,2004-03-23 05:02:29.976710,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:03:03.516976,33134,1,40.9898,49.6135,0.92,2.28431,2004-03-23 05:03:03.516976,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:04:45.656528,33137,1,41.6366,49.6457,0.92,2.28431,2004-03-23 05:04:45.656528,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:06:06.420034,33140,1,41.4308,49.6135,0.92,2.28431,2004-03-23 05:06:06.420034,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:07:40.203232,33143,1,41.4896,49.6135,0.92,2.28431,2004-03-23 05:07:40.203232,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:07:59.824882,33144,1,41.5092,49.549,0.92,2.28431,2004-03-23 05:07:59.824882,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:08:59.106544,33146,1,41.4014,49.6135,0.92,2.28431,2004-03-23 05:08:59.106544,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:09:43.920644,33147,1,41.6562,49.6135,0.92,2.28431,2004-03-23 05:09:43.920644,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:09:59.840825,33148,1,41.617,49.6135,0.92,2.28431,2004-03-23 05:09:59.840825,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:10:40.629323,33149,1,41.519,49.6457,0.92,2.28431,2004-03-23 05:10:40.629323,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:11:32.949216,33151,1,41.8718,49.6457,0.92,2.28431,2004-03-23 05:11:32.949216,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:12:06.813267,33152,1,41.715,49.6135,0.92,2.28431,2004-03-23 05:12:06.813267,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:13:06.074394,33154,1,41.6268,49.6135,0.92,2.28431,2004-03-23 05:13:06.074394,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:13:33.262044,33155,1,41.8228,49.6135,0.92,2.28431,2004-03-23 05:13:33.262044,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:14:32.124663,33157,1,41.764,49.6135,0.92,2.28431,2004-03-23 05:14:32.124663,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:15:29.614118,33159,1,41.9698,49.6135,0.92,2.28431,2004-03-23 05:15:29.614118,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:16:04.178483,33160,1,41.8032,49.6457,0.92,2.28431,2004-03-23 05:16:04.178483,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:17:01.71045,33162,1,41.9208,49.7102,0.92,2.28431,2004-03-23 05:17:01.710450,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:18:29.081403,33165,1,41.9502,49.678,0.92,2.28431,2004-03-23 05:18:29.081403,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:19:34.045744,33167,1,42.4108,49.678,0.92,2.28431,2004-03-23 05:19:34.045744,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:19:59.626533,33168,1,42.205,49.678,0.92,2.28431,2004-03-23 05:19:59.626533,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:20:29.416298,33169,1,42.3226,49.678,0.92,2.28431,2004-03-23 05:20:29.416298,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:22:03.632759,33172,1,42.6166,49.6135,0.92,2.28431,2004-03-23 05:22:03.632759,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:22:41.074048,33173,1,42.4794,49.6457,0.92,2.28431,2004-03-23 05:22:41.074048,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:24:11.710021,33176,1,42.401,49.8069,0.92,2.28431,2004-03-23 05:24:11.710021,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:25:09.197207,33178,1,42.3912,49.8069,0.92,2.28431,2004-03-23 05:25:09.197207,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:26:04.282648,33180,1,42.842,49.8713,0.92,2.28431,2004-03-23 05:26:04.282648,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2004-03-23,05:26:59.015364,33182,1,42.8028,49.7424,0.92,2.28431,2004-03-23 05:26:59.015364,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:27:31.646191,33183,1,42.8028,49.8069,0.92,2.28431,2004-03-23 05:27:31.646191,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:28:35.869556,33185,1,42.9106,49.7424,0.92,2.28431,2004-03-23 05:28:35.869556,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:29:14.2055,33186,1,42.8224,49.7102,0.92,2.28431,2004-03-23 05:29:14.205500,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:30:14.582335,33188,1,43.0086,49.7102,0.92,2.28431,2004-03-23 05:30:14.582335,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:30:33.128198,33189,1,42.9498,49.678,0.92,2.28431,2004-03-23 05:30:33.128198,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:31:00.263929,33190,1,42.9302,49.678,0.92,2.28431,2004-03-23 05:31:00.263929,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:31:45.949462,33191,1,43.038,49.7102,0.92,2.28431,2004-03-23 05:31:45.949462,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:31:59.841763,33192,1,43.4496,49.7424,0.92,2.28431,2004-03-23 05:31:59.841763,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:32:29.388572,33193,1,43.4202,49.7102,0.92,2.28431,2004-03-23 05:32:29.388572,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:33:29.942267,33195,1,43.4496,49.678,0.92,2.28431,2004-03-23 05:33:29.942267,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:34:39.691526,33197,1,43.5084,49.7102,0.92,2.28431,2004-03-23 05:34:39.691526,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:36:59.757264,33202,1,43.7926,49.5813,0.92,2.28431,2004-03-23 05:36:59.757264,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:37:59.656502,33204,1,43.381,49.678,1.84,2.28431,2004-03-23 05:37:59.656502,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:38:29.127777,33205,1,43.6064,49.6457,1.84,2.28431,2004-03-23 05:38:29.127777,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:39:12.668734,33206,1,43.4496,49.6135,1.84,2.28431,2004-03-23 05:39:12.668734,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:39:35.974422,33207,1,43.6162,49.678,1.84,2.28431,2004-03-23 05:39:35.974422,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:39:59.79604,33208,1,43.8808,49.6135,1.84,2.28431,2004-03-23 05:39:59.796040,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:41:59.878712,33212,1,43.7534,49.6135,2.3,2.28431,2004-03-23 05:41:59.878712,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:43:28.936362,33215,1,44.165,49.549,2.3,2.28431,2004-03-23 05:43:28.936362,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:44:41.452095,33217,1,44.0964,49.5813,2.3,2.28431,2004-03-23 05:44:41.452095,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:45:14.018312,33218,1,44.0572,49.5813,2.3,2.28431,2004-03-23 05:45:14.018312,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:45:37.193884,33219,1,44.0572,49.6135,2.3,2.27556,2004-03-23 05:45:37.193884,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:45:58.942542,33220,1,44.3218,49.6457,2.3,2.28431,2004-03-23 05:45:58.942542,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:47:11.427568,33222,1,44.1062,49.6135,2.3,2.28431,2004-03-23 05:47:11.427568,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:49:38.69096,33227,1,44.3316,49.678,2.3,2.28431,2004-03-23 05:49:38.690960,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:50:06.551171,33228,1,44.263,49.678,2.3,2.28431,2004-03-23 05:50:06.551171,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:50:44.200914,33229,1,44.4492,49.6457,2.3,2.28431,2004-03-23 05:50:44.200914,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:51:32.183188,33231,1,44.6256,49.6135,2.3,2.27556,2004-03-23 05:51:32.183188,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:51:58.996958,33232,1,44.5276,49.6135,2.3,2.28431,2004-03-23 05:51:58.996958,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:52:33.059516,33233,1,44.7628,49.6135,2.3,2.28431,2004-03-23 05:52:33.059516,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:52:58.968516,33234,1,44.6844,49.6135,2.3,2.28431,2004-03-23 05:52:58.968516,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:55:01.56836,33238,1,44.8902,49.5813,2.3,2.27556,2004-03-23 05:55:01.568360,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:55:46.983286,33239,1,44.8706,49.6135,2.3,2.28431,2004-03-23 05:55:46.983286,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:55:59.009238,33240,1,44.8902,49.6135,2.3,2.28431,2004-03-23 05:55:59.009238,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:56:29.593695,33241,1,44.8314,49.678,2.3,2.28431,2004-03-23 05:56:29.593695,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:57:43.04472,33243,1,45.3116,49.6135,2.3,2.28431,2004-03-23 05:57:43.044720,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:59:00.097604,33246,1,45.1842,49.6135,2.3,2.28431,2004-03-23 05:59:00.097604,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:59:31.01292,33247,1,45.4292,49.6135,2.3,2.28431,2004-03-23 05:59:31.012920,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,05:59:59.199449,33248,1,45.341,49.5813,2.3,2.28431,2004-03-23 05:59:59.199449,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:00:29.74608,33249,1,45.3704,49.6135,2.3,2.28431,2004-03-23 06:00:29.746080,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:00:59.647499,33250,1,45.2626,49.5813,2.3,2.28431,2004-03-23 06:00:59.647499,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:01:30.092396,33251,1,45.537,49.6135,2.3,2.28431,2004-03-23 06:01:30.092396,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:02:07.934841,33252,1,45.4488,49.5813,2.3,2.27556,2004-03-23 06:02:07.934841,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:03:05.109702,33254,1,45.6644,49.5813,2.3,2.28431,2004-03-23 06:03:05.109702,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:04:00.229659,33256,1,45.4488,49.5167,2.3,2.27556,2004-03-23 06:04:00.229659,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:04:30.1397,33257,1,45.6154,49.5167,2.3,2.28431,2004-03-23 06:04:30.139700,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:05:13.162313,33258,1,45.6154,49.549,1.38,2.27556,2004-03-23 06:05:13.162313,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:05:40.344047,33259,1,45.9682,49.549,1.38,2.28431,2004-03-23 06:05:40.344047,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:06:00.607111,33260,1,45.8702,49.4845,1.38,2.27556,2004-03-23 06:06:00.607111,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:07:48.646742,33263,1,45.8408,49.549,1.38,2.27556,2004-03-23 06:07:48.646742,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:08:38.638515,33265,1,45.7722,49.549,1.38,2.28431,2004-03-23 06:08:38.638515,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:09:07.805991,33266,1,45.8702,49.549,1.84,2.27556,2004-03-23 06:09:07.805991,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:09:38.981246,33267,1,46.1054,49.6457,1.84,2.27556,2004-03-23 06:09:38.981246,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:10:59.820824,33270,1,46.1642,49.6135,1.84,2.27556,2004-03-23 06:10:59.820824,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:13:29.788906,33275,1,47.0462,49.6457,2.3,2.28431,2004-03-23 06:13:29.788906,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:15:15.804587,33278,1,46.3994,49.6135,2.76,2.28431,2004-03-23 06:15:15.804587,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:16:00.232563,33280,1,46.4876,49.6457,3.22,2.28431,2004-03-23 06:16:00.232563,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:18:59.807849,33286,1,46.9286,49.549,3.68,2.27556,2004-03-23 06:18:59.807849,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:20:29.052901,33289,1,46.6836,49.6135,4.14,2.28431,2004-03-23 06:20:29.052901,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:21:03.503795,33290,1,46.7032,49.6135,4.6,2.27556,2004-03-23 06:21:03.503795,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:22:29.752265,33293,1,46.8012,49.6135,5.06,2.27556,2004-03-23 06:22:29.752265,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:23:22.808978,33294,1,47.1442,49.6135,5.06,2.27556,2004-03-23 06:23:22.808978,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:23:45.465609,33295,1,47.056,49.6135,5.06,2.28431,2004-03-23 06:23:45.465609,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:24:30.486747,33297,1,46.9678,49.5813,5.52,2.27556,2004-03-23 06:24:30.486747,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:25:30.045313,33299,1,47.2716,49.6457,5.52,2.28431,2004-03-23 06:25:30.045313,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:27:16.950431,33302,1,47.3304,49.7102,5.98,2.27556,2004-03-23 06:27:16.950431,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:28:08.206265,33304,1,47.4774,49.678,5.98,2.28431,2004-03-23 06:28:08.206265,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:29:29.268291,33307,1,47.4578,49.7102,6.44,2.27556,2004-03-23 06:29:29.268291,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:30:32.71656,33309,1,47.4872,49.678,6.9,2.27556,2004-03-23 06:30:32.716560,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:31:00.021035,33310,1,47.3892,49.6457,6.9,2.27556,2004-03-23 06:31:00.021035,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:31:38.213441,33311,1,47.4578,49.678,6.9,2.28431,2004-03-23 06:31:38.213441,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:32:06.867328,33312,1,47.5754,49.678,6.9,2.27556,2004-03-23 06:32:06.867328,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:33:02.218316,33314,1,47.6636,49.6457,6.44,2.27556,2004-03-23 06:33:02.218316,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:33:29.828048,33315,1,47.9576,49.678,6.44,2.28431,2004-03-23 06:33:29.828048,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:34:14.778823,33316,1,47.595,49.6457,6.44,2.27556,2004-03-23 06:34:14.778823,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:35:34.479189,33319,1,48.4966,49.6135,6.44,2.27556,2004-03-23 06:35:34.479189,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:36:46.271523,33321,1,48.0654,49.6135,6.44,2.27556,2004-03-23 06:36:46.271523,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:36:59.210836,33322,1,48.1144,49.6457,6.44,2.28431,2004-03-23 06:36:59.210836,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:38:16.528901,33324,1,48.0164,49.678,6.44,2.27556,2004-03-23 06:38:16.528901,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:39:12.119039,33326,1,48.0262,49.678,6.9,2.27556,2004-03-23 06:39:12.119039,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:39:35.161729,33327,1,48.2124,49.678,6.44,2.27556,2004-03-23 06:39:35.161729,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:39:59.876145,33328,1,48.2908,49.678,6.9,2.27556,2004-03-23 06:39:59.876145,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:41:07.880424,33330,1,48.2418,49.678,6.9,2.28431,2004-03-23 06:41:07.880424,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-03-23,06:41:39.399333,33331,1,48.2516,49.678,6.9,2.27556,2004-03-23 06:41:39.399333,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
